0	0	0	0	0	33149266	0	0	0	0	0	0	0	0	0	7654693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18357478	0	0	42503553	0	0	7350968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2800330991	290409701	476529772	787782632	58403964	1522121675	487593270	148804692	44802656	849060575	194698236	244608481	84459250	900762923	245743422	64185399	3076177	14356587	75366730	144340945	1560003351	3614262	79077477	0	23140533747	494333747	69448084	10198712207	1332339156	103631780	84073694	154635574	550464771	85937212	324106209	250125376	319125821	1550301977	313128742	677647782	5406059	28452443	71872935	11639371812	68470611	6311689	10096626	13996705	3008573	3904867	4058251	43802142	3275798	17677606	121736249	133712121	270474240	11202287	28405645	5028334	30523086	0	15262175	130311663	60776086	9181435	0	0	11095966	18652341	0	375609869	212250505	331401077	6238763	39971165	0	0	84064326	115501736	0	71935139	187644190	27138671	23720488	0	38833040	21654997	382751475	4454033	306068416	8235070	16108782	0	1849242396	0	20674457	4451678	2905523	4553243	0	8566802	11117625	0	225517581	0	3140871	8486552	0	0	4612925	0	6537069	8307810	0	9631357	3893932	6661608	12172917	0	0	0	67647766	20922441	0	0	0	3629401	26794539	7118707	6773536	3768054	19856207	6605853	14368749	0	0	3632742	27482173	377357439	22200142	3980528	0	0	0	14880398	0	0	4773658	0	0	0	0	0	0
14680631	3058519346	0	5383921130	10457155134	30306259653	1431187793	29794584672	24689237430	2697928994	2506124524	2231219113	15652241856	21664911137	1659297992	2855096406	18416389920	462140354	332565367	194716935	764740497	3872346320	38757682523	49947069	2971871616	15647094	1590151594	828117291	1519007000	8160813653	2366663880	64989917	346460572	838535420	771502810	331928316	468782714	418949297	1421658265	1619169756	8905264239	1188938547	23563015	465554546	2099086000	23257491024	2305553755	116336459	33686086	362045262	90586900	29896988	112096370	761977650	42928855	7074860	164719000	445230000	11701424	119175580	21250734	87914000	218987000	19906000	41420000	92400000	736691000	154427000	19067000	9090000	92741000	107879000	67564700	1430736000	124169000	0	38038000	725365000	31558000	310192842	1935888008	1265294000	1294676797	64386000	31743000	82028000	517967000	17672000	77528000	122917000	2370911000	35842000	310465000	17755000	33443000	41412429	5671822992	6856000	39789000	48328000	82623000	502736229	3178984024	90339000	17489000	85607000	682832000	0	21788000	16192000	13822000	9567000	86791000	23157000	3226000	118310000	0	97069000	23701000	27057000	15477000	0	3758000	23878000	1044224000	170904000	0	0	0	0	142343000	18026000	30398000	194762000	6020000	31615000	23505000	22739000	24592000	17271000	12186000	73139000	75350000	23939000	13408000	3612000	6502000	80891000	14965000	0	63125000	0	0	0	0	3931000	0
0	127831630	4535324804	0	518836148	3308797046	150831267	1316579776	1084398173	1441359105	178998708	162114259	249324216	532557312	57656890	194697116	524528977	26938793	10043379	16876490	72033333	699747796	1513004270	0	186443972	246414417	141057556	28658611	58640206	1092630174	115423226	8178285	36090724	36562457	66739809	33349042	15970498	22147252	154217495	99495414	3047829527	58276763	3439230	23973048	40550475	1496788637	68041063	4768289	3084216	13363476	4816211	3674451	115808623	29834233	4333774	0	11356896	109621413	8431985	16697686	4729816	11683736	20506685	31808783	0	27034994	22282541	13589156	29507689	0	0	0	2945936	44973297	15285806	119527411	9269922	24413945	0	0	50150165	96628064	59138940	141153637	0	0	18550948	9361664	9074107	8934982	154069890	0	6037861	0	0	0	238320232	0	0	8523604	4634505	53211976	13035278	19103950	0	8258985	71436243	0	0	0	0	0	0	0	3026298	5921743	0	4631494	5217001	0	4608328	0	0	0	29439695	19920049	0	0	0	0	18729466	3154634	0	13651940	0	14283251	0	5339358	0	0	5780072	0	9926167	0	3866246	0	0	21181259	0	0	8063499	3023014	0	0	0	0	0
3082152	314525655	5183690047	253194767	0	4330740431	226916458	3417775660	1259440081	234658010	2586790625	158185345	301566979	1296449306	114394804	441356283	619652595	234158746	105388511	39741607	136725171	240100733	7783091922	21267908	285746165	0	138702862	78646370	136329056	627021312	132936485	3543661	466899585	322467861	22497009	27249683	51336896	29744561	289978495	92334370	485951196	118443283	5712398	151965068	244274469	3273298766	63357185	69386576	3842940	92652261	20587771	15811544	12727647	88070270	12908578	0	16903942	81564293	0	15383767	0	9088202	36298581	0	0	5638548	28763712	46505060	0	0	69871213	16932071	20313032	64616342	216442562	99563484	34043394	357300608	7193412	7011089	31964312	138270713	174835612	19832701	0	0	80012388	9842006	181655752	20421979	52956111	6731374	7003974	0	52446997	13584961	398596331	0	107312671	13562354	20912596	151658738	142380236	11039217	0	67109293	88399095	0	0	3901657	6105783	0	14865412	5245636	0	11143403	0	13261309	73737196	10177589	0	0	0	3349031	173762397	14270650	0	0	0	0	44372121	3484766	15422711	27336980	0	8642502	68567799	0	0	8379219	0	0	4145225	3925839	0	0	0	0	7676040	0	5797305	0	15796074	0	0	0	0
67802573	1027967542	17049769334	1691564872	4242745942	0	6561891562	6755201340	7458912851	1530786803	1309315173	2435173269	889451471	7255951714	523508723	3553261253	2999001305	150526221	130129820	244317813	381460054	1475616720	12565501475	16455273	858395418	7787025	1557367636	325737981	1688618858	4094706416	835117534	114285487	148555929	263598827	1102774928	727379339	365927448	188498185	2295523258	1262238514	3594775491	598910967	87994648	67789276	667071807	17158703055	254817930	50337058	110504712	14620862	38641834	13287899	109509835	420033488	10635428	16909462	152032134	351336707	34615221	266117042	41796017	140705486	58540684	27590204	2996104	127056338	138051547	206006979	35916035	0	47624606	39495307	24655538	212715775	83207095	173794436	38707139	113848837	24352211	10080765	189996781	405598016	1051332386	24162791	19454281	68962732	625746525	11413680	52574695	47903223	319982536	30604489	54169327	0	20803359	15621708	1105322771	10620371	24534649	63831664	42166715	199351171	1687357521	127779987	8763515	38548203	841132332	0	4475973	11922939	7415097	125635517	39379326	8519929	17420535	69413436	16462958	194745514	112693261	22725233	26635602	0	20980675	10591063	724135001	311315745	0	0	8859844	0	78719898	5019436	11193671	214326210	0	32591079	5014305	45041469	9444788	10875639	12051778	4936338	95658108	32913099	16676980	17060168	5638538	149593988	6675676	0	180606130	18931422	0	11658364	0	20845355	0
4515324	25086856	2127853917	157540676	446057788	6512734575	0	943609073	883119805	203955692	65945651	138374868	138171347	650735376	38325487	137821249	304708257	12190131	3764804	18972215	102598669	107798725	1559343218	0	89427153	0	28810931	8889216	12710181	604868550	68649335	3181685	19041259	93106526	33575935	20494203	25687035	19390525	61363950	50920472	287118962	22146391	9303856	5602136	17977267	1472015672	30068598	3258343	0	7453353	6896911	0	5172853	73978491	0	0	4198905	15950792	0	5838698	0	3860146	0	0	0	3401613	3572675	7243291	5103590	0	5890487	12545572	5878791	10775294	0	6177760	0	29899016	0	0	14430815	148891261	33179529	0	0	4204228	49857216	0	4124853	6937926	17662327	0	3357265	0	0	0	62181606	0	0	0	0	14945028	42397397	0	0	7390118	25636342	0	0	0	0	5751487	7367911	0	0	4673691	0	6774749	0	0	0	0	0	0	67565153	10022650	0	0	0	0	7964076	0	0	8715450	0	0	0	0	0	0	0	0	5272140	0	0	0	0	0	0	0	5477471	0	0	0	0	0	0
6041909	1674799746	22113276025	945732605	6795158225	9898324307	441445276	0	3453726349	620569697	1592621994	1096751751	3209087548	3844477537	564901619	1545294298	5576976604	150127918	84728745	205660182	523654546	1052253597	20496972184	45652912	2215490306	3713876	1168573888	317845229	457576610	3462888102	772591058	28075846	336189788	318969760	217596502	146589556	150708673	110782099	1198936161	728236693	1828038078	343568741	7787805	558349798	1010096938	11560520366	1475774139	95469019	19691185	237990458	47660708	10000773	41587443	1240125729	11510407	0	112753080	332251800	6558593	44827763	3832427	96745117	130796625	13992719	51738773	37667521	269762637	68463395	6253182	0	104904876	132989208	39219242	269583215	81078310	334476638	64224163	1178493297	20401683	27390064	375732930	553535410	697367744	31482266	0	36249883	257114554	28508321	147864215	97979026	445187459	28219455	90004735	8432894	68831313	17974359	2571926921	7610919	20352105	20772271	46386783	542075715	639907510	28561383	0	74876868	503860131	0	8637586	15023639	20216062	12821360	75003824	32911891	15498498	172902731	3393864	53623817	28978042	32239861	9628778	29290995	3068488	4906026	392599054	118772669	0	0	0	0	261943069	15798024	19397957	510832687	5288215	75300478	20306482	10026234	16883898	14033095	4044789	19947482	91325426	16032638	110885289	5757145	9664206	106349537	4763335	0	28784969	0	6151293	5725690	0	39916127	0
10523745	425245322	25578572706	1372799619	2126625804	14341915366	657280545	8010528643	0	707788389	944226233	381968141	982919296	16115721276	285552803	639744290	2181462854	54795158	53100083	50237008	254370573	723486081	9121013775	16393142	1007393850	3438798	451230067	223365052	312790120	1018446250	350889275	31502216	133168509	108517388	226848863	90869480	110918698	197531840	439929756	420878387	1865907704	207475956	28058777	98496478	404643215	4585318881	356225097	18734815	27269152	70114371	23444961	14211991	133834465	176559107	5780744	0	60563039	113386168	4619670	72400722	21192233	34308785	46428525	17689268	3975238	56757375	66396956	30840289	9143984	4766545	135219246	55623030	18171777	143885406	38297084	196429850	18795454	256905012	44259223	9437118	172274051	205642226	416453228	24707451	7942654	8597340	200558099	4793794	15986802	20772123	289967351	4715593	67044485	11394235	35104103	18152224	585956321	54178542	55243843	7333637	8484880	107580798	251101540	32770662	3059028	84461110	209964401	0	4655737	24266032	10417851	4428642	35865507	18673586	7424479	28314863	0	56296675	25050122	14857236	7481884	7584231	0	13820579	129051121	49008125	0	0	0	0	42062864	4071188	14969624	38651485	0	13980295	20914353	12319031	6645739	12134543	2974278	3736095	86988821	17303374	5452430	0	3642864	39026983	6849118	0	18567813	8378770	6643359	0	0	26283926	0
0	184601873	3482856560	1057488008	344980852	5418503037	60600818	543741384	1432287841	0	154990250	136823524	139921331	895534232	81926351	618023351	336056695	51092009	6499723	53154208	22289086	501668353	2495058560	0	63723568	13493336	53301535	29758578	51199864	508762567	107217673	5925452	17270587	15637513	24149246	21864203	33976813	5211425	29848063	80577802	3159160152	65746377	0	7301464	91133011	1937910680	29251514	0	7535823	2913113	8914659	0	84888603	0	0	0	6260421	5058850	0	3511295	3059652	0	0	0	0	0	4122742	0	6583018	0	0	5607585	0	20925162	0	19747466	5247300	10647790	0	0	7791356	18816151	93738504	211173363	0	0	9301129	0	63827595	5104642	58513429	0	0	0	0	4378101	166644083	0	0	0	0	26912640	12787627	0	0	5485368	31795466	0	0	0	0	17288246	0	5239846	0	0	0	3356489	17261748	0	2986658	0	0	0	0	3969884	0	0	0	0	0	0	0	17140089	0	5064231	0	0	0	0	0	3197808	0	0	0	0	0	11768480	0	0	5548588	0	0	0	0	0	0
