0	2485606.98	370999798.45	14522137.91	7856771.61	37771391.09	1765254395.41	18391503680.99	474798393.85	7601238.81	1627959598.08	328031942.23	2514367454.81	2382452104.96	310219501.74	6931006.9	134316.08	250301968.34	2514329.49	190819905.9	179683832.84	110089416.13	4914808220.07	1578829.98	260432544.04	45838367.02	184178295.48	13876788.83	80553620.56	1428693.78	1285324904.5	302975297.82	49881311.57	3040147.8	25150357.75	204168860.66	354992671.26	649809662.77	888337755.47	461148271.31	2940665.61	1091215.34	5268186.82	2464370350.92	37114834.03	187125739.53	129306580.93	242300333.18	148796993.93	60667146.8	7147350.27	319932034.77	322828781.43	2750403531.61	35971112.27	76459677.0100001	35733603.04	902824.6	489422450.890001	2488066714.48	94050534.75	324762706.45	18202559.05	23255015.1	646651857.58	43509185.3	58913631.27	40538674.75	465326.88	18029743.61	4273328.44	968864872.320001	579584385.21	124719661.52	5124569.81	654747340.65	2052255.35	6973730.53	861482.03	10273452.8	1427994.5	5017348	911131.55	119468331	5161825	107298665	4708432	6042572	110133026	7158852.26	5297509	438507	280248.82	26341017	942460	18610639	7874683	62752578.39	5765748.66	42764891	2373001	222600716	443173.05	29434261	2508952	28128666	182182763	408222	29335809	193327437	13747727.53	5622639.61	196110.2	1169132	1347608	260918	220580	4161224	12716532	1751216.13	204135.85	2184462	555271	1043335	1057782	2218194	4062726	381585	80089	0	1751776	9518600	770779	0	63299356	9372127	640072	0	1503161	1277802	673348	3800733.32	14733570	11122178	40246674	246585	1228518.49	7878076	3999488	206897	1617676	155315	208444	73668259	7181536	9641941	3148529	0	93531	327488	0	0	1547865	69805	0	1457	355495	0	1227437	5101	1496775	0	11898122	129733	241486	520143	0	0
483174.02	0	20680	20822.65	31837	0	561787.98	44045691.76	42852.31	195304.42	21621378.81	1004025.83	33797325.44	10528958.63	3358748.13	2294064.63	45364	6159.42	274984.95	55309	3416474.7	173250	2781599.3	480781.23	672079.84	19147.58	6797812.32	0	4563.82	8842	187608.14	2954603.16	218180.7	1262428.26	1200546.03	51880.4	149183.91	56691.82	16007	1092131.89	29547.29	88803.88	603556.31	238503210.72	8220854.86	1278971	412816.49	4713240.83	12346.44	1857285.43	200116	19457001.47	12901253.29	7860121.44	197764.55	55455	350906.35	0	2342101.55	237000	38651.48	0	165095.79	0	1460926.64	0	2362560.07	466445.6	0	1500	532670.48	83383.08	1495442.53	188679.7	2633816.12	202870.13	6063.89	0	0	0	0	0	0	0	0	0	343769	0	4504	62251	0	0	19452.32	0	0	0	0	216925.59	0	0	0	0	30705.38	0	144835	0	0	0	0	0	0	16476.74	0	0	0	0	0	0	0	0	0	0	0	4000	0	540417	0	0	0	0	206190	0	0	19891	0	0	0	0	0	0	0	0	0	0	20000	0	1457875.58	0	0	0	0	0	0	0	0	0	0	0	393404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372562	0	0	0
806909914.4	6772956.68	0	140709082.76	62583062	84361782.7499999	496397835.07	11825073737.28	941184885.370001	71168933.49	2990275031.32	583136382.58	6319558459.57	4820398013.02	589406520.86	67359312.71	13676156.27	53209624952.71	50647528.51	1000120485.42	580583294.38	274969126.47	4532106241.29	74374334	6035194925.98001	254512425.89	1422945340.89	60580921.77	1591132633.21	16077453.08	3954604685.07	802120550.11	573703618.8	552307800.36	211940887.93	293848305.97	184963552.48	137155522.04	663349837.09	838282530.660001	71189977.32	12822031.39	84884030.12	59902281133.26	89433086.88	858402960.55	1097816917.65	3409378942.33	49019337.12	40573938.06	18026208.57	1185900356.74	4606282486.1	1162236240.97	750049868.01	196419664.89	35147442.6	13724708.52	62971770.94	445076889.66	1074392179.94	750408373.76	33710284.08	136839416.53	33823101086.05	113830779.92	20411965.15	16693014.53	523138338.55	34598215.25	138605315.79	1146617816.72	1405058497.97	4245467054.7	68491239.58	113823090.43	21444144.32	47230000.37	42742033.52	92009552.34	36932391.33	22856668.71	53974508.8	1261020009	1036409	203075	2018059	148938488	563689600	5112414.92	109759943	1113414	2166858.49	108785771	8374635	161653964	191224	8034656	38180945.55	282921430	351769667	880512037	3216122.94	165111169	16049714	81786827	86777307	0	989111692	28514142	10228906.39	110186416	15286525.73	19783508	35858469	2076852	5135100	584187212	29520366	2298455.51	2160228.81	18643186	46195667	121045316	29669781	53722308	59963525	13535487	1367856	2929226	8873582	97205757	106078170	13742	67972108	273852892	340790113	0	13073980	9514643	2505476	60208908.58	38543506	494181477	1317339919	18801735	72791503	15615697	342761880	4388223	176276	8063272	150776	1173957048	10286672	97136261	774405	0	714562	60643265	0	165379	147452369	1307273	16904786	270537	2478043	467853	2112195	0	8515627	0	54887730	1102969	2563626	2593576	0	0
23497375.39	2247425.76	11984887.6	0	110142041.77	55950.15	39216867.47	712684689.54	79660090.05	576434509.98	166253503.5	65771969.49	253851448.65	269440308.91	16824088.07	53347297.26	5194531.6	8395672.65	23630792.72	1697672.64	43554056.62	151019646.51	259636983.67	12991795.77	39002851.13	763811.34	135690782.91	0	960365.57	31207813.57	371270022.01	48329064.85	2782943.15	113496848.82	253579531.9	65183987.27	13276964.27	13268035.07	88383982.54	2770469.06	11123.2	49583.34	12002933.21	4182439143.82	1129064213.17	4531983.39	90408515.5399999	11945654.53	244339.66	1412643.51	48519832.21	110247185.99	204689004.21	40438730.52	170509352.96	302564	1916771.9	153524.82	6620675.05	8254278.08	2626008.98	77720	656222.43	538201.02	252539377.31	255935.6	505057.83	161103.46	0	689727.61	84133.56	23199158.35	52876534.82	6611856.92	18843434.22	4932053.44	16701	115420.14	0	64428.62	15141.29	686408.19	79155.22	286332	147526	0	908414	633982	511333	71473	18408	136856	22999.05	370151	0	4598709	72087	5567141.19	0	470593	800643	5314871	20061.6	2059044	81285522	0	4931802	97938	8198	326322	65623	163551	2760.51	0	0	62636	3630	0	573075	446216.29	0	664681	39199	22320923	0	70359051	0	0	0	0	28590516	0	0	0	0	7257549	26233	55770	0	0	0	0	0	249653	3370056	0	5427016.66	8802	15655	0	14690	4310051	0	5168746	0	36936	0	0	351290	0	0	0	0	0	0	0	0	18544	19505	3625	0	0	26349	0	8664199	105020	0	0
37464191.34	869994.33	22825582.21	32572443.94	0	164313.09	11031166.21	251771901.25	5774073.78	11187031.05	96565693.39	53319978.72	93909686.34	298030932.99	1219964.78	170293013.02	608684	81555953.44	88681087.42	1326437.12	15137002.65	7908906.09	99347523.29	19338685.62	67226281.15	874071.25	84029742.42	0	89603180.26	164087770.06	162008707.48	26494353.87	448664.68	139508618.6	13482929.33	27318674.14	8133962.64	6224370.7	65360792.35	7211020.17	2693.58	110316.6	2954065.28	2463382220.59	25293286.78	3363873.55	13334764.57	5703616.38	862053.66	2613867.72	865006.16	10657739.81	129587897.34	59696403.59	5033954.95	0	1400777.19	0	278349.33	2323546.73	1963764.05	0	1668984.44	786138.63	52067123.99	84278.68	208531.25	27544.34	0	841450.17	52601.44	38129861.02	26331384.13	20497224.75	115058433.78	1322051.15	26000	0	0	5070399	3579	6602.72	0	738189	0	0	511975	44167	619748	275000	0	0	130644.62	7621	0	95513	0	61597.42	9036.31	0	764588	1019096	0	2738399	2101026	215026	19777105	0	49826	0	26377	29368.71	0	5040	0	35050	0	72778	1399	11983639.58	294509	424962	0	3148828	0	29635349	84417	0	0	0	5807865	22500	55199	3249	8003	196348	4951	0	0	0	0	185000	2800	129500	6074442	0	1247539.81	0	0	0	0	1300524	0	3003471	0	0	0	0	189891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7991842	0	0	0
7567044.88	62727.83	592994.78	15981	188422.86	0	3601310.48	65980942.05	9410735.28	167803.53	17187914.34	2476194.94	17312316.86	271905120.79	104384199.83	22171	33669	4157092.05	1927	139267.85	11345030.54	36275276.89	13282357.98	96499.59	4951995.01	30407127.64	406568.89	446445	3573244.67	11918.29	22948148.83	18665260.07	155305.49	865336.68	15314.23	2583790.68	14940001.99	2947352.91	5681454.65	8537502.61	417153.2	243535.65	271633.08	29398390.35	0	2754853.61	722065	1252184.98	49555563.83	2917353.42	150792.67	3577074.23	1431887.35	6004166.91	262819.57	1160983.08	1488193.7	10565.24	21773883.48	1725596.16	1077960.93	11946804.05	298861.06	16561773.5	4018580.91	2659067.9	1752337.1	493687.97	0	2218284.76	481022.83	4687013.68	123811683.55	8222007.7	4937.24	10583361.52	236088.87	466331.58	492883.87	1627937.06	17409	493976.4	0	54384196	38446	205841	84400	4251	29800025	3530851	1909003	98646	0	5229724	94803	1680347	99129	5578931.57	77387.57	2598590	63004	14166178	111238.66	23004413	42667	2385195	5970603	0	533933	37829945	4008097.62	15026	15272.36	0	80836	5395	0	227466	1690253	0	2457	8548	0	1271	354133	0	1035972	4047	60620	0	118801	3285718	12044	0	7879169	1564492	942297	0	1630	4843	439769	0	3979803	1495988	41350	0	9496.36	0	3149717	141456	7034	0	0	961955	1295539	319361	3420834	0	0	1692	0	0	0	0	13335	0	0	0	1894	0	0	0	23273	0	52781	194664	25881	0
1476683293.61	6267478.57	51061104.27	13748131.5	2291488.24	19023987.01	0	10640927053.92	167878369.58	6889100.57	340929115.55	144304960.11	957291852.21	954489215.74	102559831.74	3137431.97	147179.89	63869201.48	2683739.42	10939337.43	80483678.82	35843299.49	972372026.94	1198923.6	31882359.32	64486703.3	44792736.84	7084624.35	9960290.81	340051.56	620108484.609999	126610133.71	4132226.98	1535624	5147686.21	76200814.58	192513187.06	2581494521.06	364089361.45	100995707.36	3953237.81	410211.6	7113960.97	652791851.45	5005786.36	28906407.7	30547979.85	37212477.63	98129344.56	80694104.38	1844718.37	44001407.74	81075065.12	305671576.1	5182791.84	13833625.99	28485455.01	221452.49	178690950.24	523605035.82	51062969.38	62530628.27	12660822.04	11000897.4	99227460.59	58960823.66	104376250.75	58043378.23	13594.88	4692903.61	366767.1	1513923156.32	655841584.95	69077433.49	1378597.38	252707862.98	259099.48	1072112.8	185443.37	6590467.58	504991.9	1827214.35	307998.3	135992699	13226458	43837938	1243629	866409	97104077	5236400.41	1565276	789089	112629.98	13337519	393288	9891366	12852404	16963095.44	1134374.64	6350274	118144	24800422	650347	49992571	1535173	10629278	214611942	61759	11575520	102960955	3667080.49	2768098.46	183679.6	571457	93169	67986	167535	8504552	1167312	157721.04	108953	1918465	329506	18348524	172229	7414840	3913872	297508	14077	0	480760	561890	6752	0	4634237	3935311	792576	0	16852	450046	0	1358426.17	831042	7321499	73895098	0	1271156.96	977833	2131291	383074	46325	458937	41785	14842045	3549467	906306	12359807	0	18402	522058	11512	0	1271014	0	267293	5358	16717	46235	0	0	937732	4075	16949645	15265311	0	114287	1366	0
28019742772.44	13633454.5	6036911476.03	658211250.580001	137081275.48	351900538.76	10795462086.15	0	9597508903.64	236971551.64	20985338794.46	4984326393.96	53505744629.14	41995156675.05	4324448868.97	144073012.85	5254583.37	3793009086.39	44486520.3	1644867221.19	2866626499.19	2158345656.78	40001361794.09	41908394.24	3050358395.37	583526010.26	3939354033.8	55672862.09	1903341168.04	23185630.68	33176872753.68	4942594991.93	503890478.469999	430656948.08	326919946.66	5785465053.97	2099970988.02	3550046674.28	12074881384.26	7242399208.11	75367204.0600001	33200557.71	130904639.5	48942206335.17	740680228.85	3201345381.76	1869351440.05	3490800953.03	703082261.099999	765572850.44	66117223.71	5443980993.38	4192631714.49	23929749469.22	808204550.600001	611344023.11	483795949	50458586.79	1549144515.5	7317359045.93	2122495029.85	1444766085.24	273169639.03	356151524.66	10440807831.74	397327932.44	1133237807.44	541002571.95	50298239.99	259490691.71	94429481.0099999	12508359747.94	7339936899.49001	3110279271.54	99242656.7700001	2144636132.82	22233410.75	16760877.5	14846903.65	181357511.64	41996283.74	65721044.11	34979483.19	1799636992	104671000	312090000	17986000	118588000	1745924000	99410763.18	134565000	17360000	9027942.54	525846000	66972000	609008000	125044000	189852663.15	30653775.91	522553000	22217000	2198946000	8145169.29	398180000	66398000	1160502000	1518322000	3576000	315060000	563875000	40894339.63	32216948.15	17475836.55	13610000	42192000	5698000	7652000	101337000	135643000	2454968.18	5599304.98	62638000	24306000	67450000	8925000	83348000	74506000	5666000	769000	787000	15472000	81834000	14731000	295000	452585000	185857000	49881000	2222000	13095000	38389000	16096000	14372022.93	241957000	381561000	759961000	21752000	77350208.6	210084000	77043000	3584000	817000	7022000	1629000	1501113000	73376000	65387000	28691000	0	180949992	30347000	145000	56000	43417000	1105000	11436000	4261000	19401000	985000	8694000	526000	23876000	0	224964000	1573000	7828000	11992000	606000	0
469308206.12	40015804.84	317515692.91	24863333.26	9943403.17	98381670.3199999	200736307.8	7535819549.01	0	9105411.08	1078926794.88	1181605043.24	2325981396.23	4067268946.57	436253679.24	12241089.18	2884968.98	410970789.8	3721125.4	64204594.17	302986951.22	123061931.92	1865068019.66	6759551.65	298453365.59	51360418.63	120623134.25	1162707.14	109237273.68	2916278.33	1672021613.72	2476941272.93	68576981.41	16260766.62	36888518.81	248397748.2	66888125.03	67532913.44	4219082134.77	208223224.57	25199348.02	10019720.71	12344705.92	2177615383.02	47518607.42	114581848.89	121085739.24	250878569.56	49045816.69	47170355.21	28653892.6	213290513.02	335895251.56	762698895.43	68846691.03	44327262.44	135152677.27	1877733.36	60911245.22	157267574.8	122163982.66	62108290.65	215536050	28256018.11	1382226598.91	15286298.51	253875023.83	124004721.26	2509331.47	26889352.66	9963307.78	942836910.12	600715429.65	350003379.52	23833137.33	57744237.77	32489535.79	2761388.06	4214405.71	22171276.87	3430145.04	3881701.91	3991919.47	141407869	12797498	23568411	2646228	4413543	110498364	11223955.29	16416869	1888322	218098963.47	47548882	38971198	24877386	4758724	11457218.62	2388541.4	22825792	8035986	241052352	4944802.27	21149875	2688646	16186652	76185483	673363	37550250	31455908	5485013.55	3740288.98	2098616.19	219152	11318091	616066	5528387	26410557	15694088	1397120.33	1055331.44	11070063	1142668	4766505	2447702	60925367	20215447	104316	745627	376068	1495640	13564481	411249	637720	20058064	14392948	801461	7305	10339258	1359538	1853592	2188593.21	24427545	15450193	40720898	3477991	2677644.09	12435164	5590517	1512912	44883	981173	718078	115209024	1252464	8799808	3209149	0	1642497	1607268	43880	599819	3743746	10788	247109	33026	2951436	4841	4182837	0	611154	0	8512649	5281	1291712	1935079	134607	0
16720712.86	248596.97	54156342.48	250394357.68	4201628.8	27078.95	4939256.61	178750336.06	2736347.75	0	167795272.59	4395894.04	116922644.65	77560004.34	7790199.87	21312023.6	122810.74	3163897.71	3696541	2495973.69	1048045.02	1828114.62	243929308.93	1585245.64	101685846.92	481207.81	61032763.43	0	488782.18	6379735.99	81185852.81	4368956.12	25491079.08	127832482.94	209064935.68	25161728.11	12331240.09	3798693.43	2607273.38	29865136.05	2067288.72	49587.03	31136482	1772349721.78	59008263.69	5952772.33	93061803.11	2249355.85	1591433.3	4396877.98	8052062.2	38101350.87	109549940	19092390.28	147421170.7	7375	745705.82	0	13585246.9	2638492.7	1807717.02	0	68906.07	307457.84	151449814.53	379713.94	715231.94	73526.21	0	1052573.18	4970	59112588.08	113754611.9	335876.96	72068556.32	7219287.35	10476	0	0	0	37690	132994.22	0	40248	4750	0	0	0	21300	1157174	10282	0	227879.01	266101	0	70199	45007	549468.03	1247.74	18430	1123094	29146834	0	171840	763357	1469395	1260656	107922	5142	774561	137669.83	37722	0	213025	0	0	0	0	0	141206.36	0	2637	0	7117946	0	8397322	4196	0	0	0	263059	0	0	0	0	35718	0	0	0	0	0	0	0	0	217403	0	1603789.85	1239	0	0	0	0	0	230173	0	0	190280	0	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89976	0	0	0
