"","AUT","BGR","BHS","BRA","BRB","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GIN","GRC","GTM","GUY","HKG","IDN","IRL","IRN","ITA","JAM","KAZ","KHM","KNA","KOR","LBN","LKA","LTU","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","PAN","PER","PHL","POL","PRT","PRY","SDN","SGP","SLV","SVK","SWE","THA","TTO","TUR","URY","USA","VEN","VNM","ZAF","ZMB","AUS","AZE","BEN","BLR","BOL","CAN","CHL","CMR","DZA","EST","GEO","GMB","HND","HRV","HUN","IND","ISL","JOR","JPN","KEN","KGZ","LVA","MLI","MLT","MUS","NZL","OMN","QAT","ROU","RUS","SAU","SVN","TUN","TZA","ARG","GAB","MAC","TGO","ZWE","ARE","ARM","BIH","CIV","EGY","GIB","HTI","ISR","KWT","LBY","MAR","MDA","MDG","MKD","MMR","MOZ","PRK","SEN","SOM","SUR","SYR","UKR","YUG","ALB","FJI","MRT","NER","NPL","UGA","AGO","BDI","BGD","BHR","BLZ","COD","COG","DJI","DOM","ETH","GHA","GNQ","IRQ","LAO","LBR","PAK","PNG","PSE","SLE","TCD","TKM","UZB","SYC","AFG","ASM","ATF","BFA","BMU","CAF","ERI","FLK","FSM","GNB","GUM","KIR","MHL","MNP","NCL","PLW","RWA","SHN","SPM","TJK","TKL","TLS","WSM","ABW","ATA","GRL","SMR","UMI","VAT","HMD","SGS"
"COG",1901287.57,0,0,66136435.77,0,464663.92,286004208.26,97392.15,0,0,0,559726.6,58662526.62,379046.76,0,40991125.24,2305,66955834.39,5023472.36,4853,511886.29,0,0,2182572.34,117784.88,288398.01,0,57153944.37,0,0,0,0,476030248.92,124106.26,0,0,1923066.38,0,4162,0,1768569.3,0,7390593.23,7903563.76,0,0,111963.93,287971.13,18450886.74,0,6967.69,1879855.87,0,26861.54,13305,2495043.76,0,1540325.33,0,465906620.05,0,313386.72,414717.56,0,59557.55,0,122936.95,18988.94,0,758308.32,21814221.17,7620050.6,457023,0,0,0,9079.6,16083.88,5000,1041236.28,0,0,18499621.14,13087.68,0,0,6498.21,0,213816.89,0,0,0,22154.98,125817.61,666828,59222.59,163783.61,53236.72,10530411.75,1802304.58,0,14215,0,0,0,0,0,0,0,0,179100.24,0,0,0,0,0,0,0,0,0,3178315.71,0,0,0,0,247091.66,0,0,10451.72,0,0,47293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50327.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",83840.68,0,0,0,0,0,21711.5,0,0,0,39020.65,7788,795420.51,5266.45,2544.22,0,0,428461.99,103017.97,3454,775137.92,0,0,582244.99,19031.59,74590,0,1747883.08,0,0,0,1900.84,73128.98,0,0,0,0,0,0,0,1346.22,0,60371.87,0,0,0,22126,0,64588.83,0,37161.97,22773.37,0,0,149733.03,2381,0,16093.88,0,107620.49,0,0,54767,345475.94,0,0,14290.55,0,0,20118,0,0,0,0,0,0,0,0,0,90435.06,0,0,0,165222.26,0,0,0,0,0,0,0,0,0,0,781539.8,1779,0,14960.05,0,0,60930,3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",2141541.29,8879.42,210775.6,1980751.8,1982045.16,6354518.07,888588.03,1338770,3747354.63,22201814.61,171600,692681.37,44177794.45,533940.9,138058,16289779.51,20741973.86,64644228.27,39396235.57,0,401473.45,2994592.64,1244904.97,1260996.78,0,574191.07,0,20566697.58,6832894.54,2836.19,0,367401.95,44046320.08,51355.78,0,38952.72,12767318.73,0,0,17736.79,13216.96,1269580.7,124394056.03,951314.98,3474133.48,581590.57,51433.68,235000,1865305.56,3983,25136.17,933305,1847684.61,177557.36,970646.11,214351.52,3470406.21,111999.91,113984.38,4115345321.38,4129768.95,0,534089,0,1571418.26,0,8657.25,2370.81,75402.62,54221670.3,319340.47,56657,56966,97511.47,0,0,2742727.48,129480,319322.36,509186.38,60625.89,14167.03,22782547.77,0,0,22437.78,0,0,0,634914.84,0,37023,15237.1,195970.65,22100.06,102840.64,1187193.88,0,1298642.82,0,369342.57,0,0,0,0,0,0,0,0,0,114270.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,86331.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",1136655.89,222487.67,1246.27,60102.92,0,3819607.18,2768900.72,13397.37,0,0,82698.09,820975.39,98046731.5,1404793.12,0,5616328.92,1230966.85,21935365.95,17799385.25,5922,4056405.71,8706,0,489716.82,5694304.31,7499.06,0,35626937.53,0,0,0,0,669254.92,58617.56,0,32771.94,2198559.6,0,5404,3049569.39,177684.75,0,10150968.64,688750.06,0,0,2074,2842084.85,0,0,2153296.66,3838737.25,0,534734.57,353044.6,367658.57,9138.62,178685.51,0,28828731.97,0,393408.52,510266,17407.37,1211795.47,0,18249.01,0,0,3314982.53,0,0,2143348,10211.43,0,0,6615.45,59571.82,1225458.39,1932379.17,18745.2,740545.13,56400371.24,698877.64,0,23656.03,0,13882.01,15279.92,148195.62,80579.25,25109.96,1775406.51,184152.98,39971631.25,69528.78,140067.51,3092070,1140.74,0,0,3022,0,0,0,0,0,0,0,0,13278891.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38853.21,0,0,0,0,0,243214.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHA",17283015.15,603378.59,0,969340.78,0,16597811.9,12286831.07,190398.76,1046.89,34203.77,38425.34,832241.66,117428003.32,5059139.69,1912.93,36844597.76,1727618.84,85349183.76,126067939.2,398596.81,3966524.83,31043.34,0,476785.54,3847992.72,24921538.39,242084.76,74726833.3,3498.91,864217.85,0,0,3510990.04,2150044.43,8370.55,24238.57,460451.54,0,0,3322828.35,14035545.88,0,187695895.85,2787678.83,0,160359.21,21350.95,5013614.81,4498559.34,0,6000.54,1740424.74,6840.77,479436.5,1538360.76,8351379.97,1145,26779622.47,0,154198610.43,17259.12,110720.39,3489628.75,28354.39,1322344.32,0,3500204.62,6938211.75,65610.03,9706135.65,3341.23,605555.81,129284,14388252.56,0,136127.02,0,5373220.95,220068.25,12132201.59,398419.99,11434.31,45733140.45,26675.53,0,0,2338368.65,53517.33,0,450318.62,15123,110195.18,2574828.01,12634311.01,6583686.5,295030.75,1059743.89,22522.58,23674.23,62558.63,0,7636232.6,0,0,0,0,0,0,0,0,720447.52,0,0,0,0,15688.55,1188305.87,0,0,0,2872226.51,0,0,0,0,4165381.35,0,0,3906,6461375.8,0,23216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",31400.36,0,0,8776486.54,0,0,226349052.58,2413,0,0,0,0,2389051.15,0,15365282.33,585896368.3,0,16958492.04,343632,0,0,0,0,0,0,81724,0,525367.75,0,6622.4,0,0,2104945.78,24754,0,0,287063.06,0,0,0,28425,0,1740001.43,11601,0,3661151.81,0,51000,2813035.2,0,0,0,0,0,4799,2203,0,559075.49,0,144200396.55,0,0,1994,0,0,83235.29,0,19137.83,0,0,0,19536186.6,0,1669,0,0,0,3568.78,0,0,0,0,34082907.05,0,0,0,3260.51,0,0,0,0,0,13510.57,1605,0,0,21068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135962.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",266623765.84,0,53083.52,193298813.47,0,0,576915174.62,5895,0,0,1243,6251032.62,38172878.98,0,49868,1060343710.4,0,1188026466.3,0,34881.34,276272196.23,0,0,0,24579660.43,11009,36649171.5,1511196683.68,11528,0,0,0,452013364.38,607103.57,0,0,35684,0,0,0,76066.58,0,559419431.87,0,0,0,188182.07,0,144454278.12,0,0,388473338.42,0,0,0,215082188.25,0,0,0,5751953574.58,33452.37,37836.84,8080,0,64546246.23,0,0,0,0,407296284.12,0,0,334973,0,0,12032.34,0,91418183.86,0,84236329.76,0,147577742.22,586202552.82,24269.39,0,0,68975.22,0,0,0,0,0,6000,0,0,29388.4,28989908.86,0,0,10174.53,0,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,4712,0,0,0,0,7657.73,0,0,0,0,9240650.34,0,0,5058.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",1098789.97,143424.15,0,0,0,4281063.93,2408622.26,20389,11527.29,1180,94289.76,764599.64,22774261.65,1146365.73,0,6532834.35,2060848.28,35396830.42,16032996.38,0,172283.13,0,0,430493,1127713.69,1754139.75,0,9820515.05,0,14100,5886,0,564802.42,30943,0,1348,848241,0,138730,23556.33,505731.94,0,11638490.85,2686669,0,28133,0,65000,115820,0,12999,852878.49,0,432389.5,821104,14572656.25,0,582005.54,2852,10213791.71,0,64166756.33,3077,0,212650.61,0,0,0,0,1369583.59,0,0,146971,65573,0,0,0,24612,1328670.19,0,50072.51,2162.7,7478277.84,0,0,0,0,13379,0,7032.12,0,0,10000,40254,212744.12,125384.82,0,0,20574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630,6290,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",471544.49,0,1141,27444.99,0,52638.34,4061,0,10693.72,0,0,442101.2,149587482.95,193571.61,0,4886565.71,237351,34961736.55,7905484.67,66246.65,5402023.84,0,0,0,1804712.7,0,0,43608959.31,23691,0,0,0,7955049.81,79829.26,0,0,0,0,0,5890952.63,527945.68,0,1676136.42,175698215.5,0,0,0,256531.65,3483025.26,157742,0,14519647.78,0,10376.58,97067.22,19394.69,21552.98,12808617.14,0,43776146.69,899600.4,0,607451,0,0,0,169085,0,0,1785236.99,0,0,531177,0,96000,1678,0,9802128.91,21385.41,5212323.91,0,0,68291.36,43825.64,0,0,0,0,0,0,0,5288,59427.49,18437.15,10116.92,32350.13,534907.21,2318.53,0,0,0,469117.85,0,0,118445,0,0,0,0,0,85873.5,0,0,0,0,87272,27465.72,0,0,0,1059246.25,0,0,0,0,1172770.24,0,0,0,0,0,22285.63,0,0,0,0,4736.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",42642361.57,442535.34,13847,6356900.46,153584.87,27308255.72,481599735.08,14030005.17,787669.14,484043.17,5455682.9,14647469.33,517290471.63,38866241.25,496989.84,175005193.19,18401033.98,349762725.69,553017730.99,3702159.37,43904223.59,729206.83,332351.15,541293864.95,120039006.87,23538004.02,32733615.76,224616613.58,852462.19,1873202.72,1063484.99,7791,256883199.95,10815240.92,68085378.67,2940076.04,38614668.84,134018,3575105.88,49192139.85,4873897.63,67374.26,180249760.96,37121985.58,770383.19,1886849.13,23652172.04,18770776.96,80247468.47,979105.04,4302836.36,43633269.2,271502.55,3833241.37,55923983.51,53987856.74,4895841.05,80740716.36,2593233.97,2284817325.97,4447105.6,14580150.91,46537510.66,1662163.09,106892305.41,1536019.25,5428530.08,49518.66,220581.54,169884668.59,41111294.21,6245710.93,1548657,6556994.18,8414,389572.45,118863.41,1471995.51,16300881.01,66094498.94,1171913.94,10580323.09,243383218.4,10141877.89,166384.42,120994.81,158741.47,1717369.83,26942514.54,28621052.48,56204455.86,31343989.93,4613876.99,6128359.52,134011088.37,2430143.27,12858384.41,7010193.38,30504337.02,376415.44,3349389.53,158307.89,0,0,0,0,0,0,0,0,0,0,0,0,476073,16113611.09,297116.27,0,0,0,297055.07,0,0,0,0,245923.21,0,0,12274.38,6578109.63,0,4749199.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",1051074.7,1014574.27,0,0,0,18695.94,88032611.34,2270.33,0,0,0,87719.56,119140004.03,486492.54,0,1586456.88,203189.84,3515389.89,76111162.18,0,1485095.69,0,0,6709781.37,7108522.22,934575.15,0,39618887.31,0,140590.05,0,0,108202040.42,0,67807.38,0,16192.68,0,10289,11711547.98,0,0,15071576.63,1118.9,0,0,19569676.06,2856013.1,3598770.55,0,4282,20682071.21,0,277537.22,6023685.66,27634294.85,0,0,0,34848379.93,0,3834.7,42855.19,0,764594340.69,0,0,23976.56,0,178969.98,0,0,375558,198784.33,0,0,0,0,140094.99,89857.04,4498.27,0,256699600.33,0,0,4938.99,0,0,1153.87,19045058.97,0,0,0,357503.48,0,5397.29,8188.82,0,3718.01,4123.35,1525.37,0,0,0,0,0,0,0,0,0,42642.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72988.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",37802.47,0,0,0,0,45434.14,75166.56,0,0,0,5120,0,354829.9,12459.5,0,0,0,771345.53,0,0,44885,0,0,0,658683.98,0,0,360992.03,0,0,0,0,630140.03,0,0,0,0,0,0,0,0,0,3342540.52,0,0,0,0,24356719.53,4578,0,0,0,0,0,23087.09,0,0,124140.72,0,4825253.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13183919.24,2328,0,0,0,0,0,0,0,0,137433.31,0,48812.02,1458850.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",1685212.93,0,0,0,153359.7,74946.88,16042,0,0,144915,0,230970.95,1589186,5649.09,0,50901.54,61256.95,42129527.65,2346824.55,3853565.49,72001520.4,0,120775.08,0,256517.91,1362280.41,0,61593.48,0,262693.01,0,0,254559.29,2854,91758.1,0,0,0,20952.98,41446.89,26942.7,0,496002.43,27178.06,0,0,0,65134.34,6335.23,0,437998.35,63121.64,0,6210.43,484858.75,609826.92,3041.75,20396,43122.44,2634791.17,0,37673.13,1801253,291093.29,20156.47,0,0,0,0,990402.97,0,11202,0,304987.2,0,50219,0,100081.65,280234.73,924164.08,0,0,477375.71,19712,0,0,0,7066.39,0,0,0,0,0,0,162942.28,0,0,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20184.27,0,0,0,0,0,0,0,0,461788.22,0,0,0,0,0,321898.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",1991538.29,1297.58,0,3042421.82,0,14056.05,7236,1371442.9,3995,211237.97,0,3671471.89,14798049.28,0,35826,2036355.78,0,5072814.58,55931.04,25952,5977,0,0,0,154875.87,0,0,194142.08,0,0,0,0,74301,0,0,0,199559.35,0,0,0,589783.97,27889.05,18413,0,0,1351,0,4513103.35,28320373.21,0,21148.26,2053,0,0,6434,655973.55,0,229277.04,0,5051761.88,0,0,0,0,11353.49,0,0,0,0,22001.31,0,2232208.76,94484,15952.01,0,0,0,1601723.29,348576.94,0,0,0,1009148.97,0,0,0,52974.91,0,1035,0,0,0,26691.21,33750.02,3225,879323.21,2015846.96,0,111932.49,28779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43205.86,0,0,0,0,0,0,0,0,0,21745.22,0,0,0,9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223344.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",11875079.57,250663.25,0,1675751.22,0,1979912,4272930.84,8014.42,0,0,7803,6084085.73,14521225.23,37341.85,47927,6938243.91,34263.55,34884835.92,2284310.12,0,5231589.7,0,0,0,2202914.16,2454510.68,12740998,309410618.46,0,38276317.67,1265.5,0,92104.89,1355160.64,0,1807857.88,0,0,0,1200312.76,0,0,602408.97,28279,0,0,0,7194461.54,173858.87,0,0,1400,0,758215.62,0,627678.36,0,97023917.01,0,28882712.37,0,495439.42,65104,0,0,8692250.73,0,651824.14,0,183032.4,0,0,325575,3288500.49,13301556.82,0,0,299336.7,2120066.73,1358741.2,0,0,677357.82,0,18690707.53,2422794.74,0,0,0,0,0,15604,952467.73,61929532.73,784053.76,169846.65,14098.2,0,0,0,0,0,0,0,1018585.04,0,0,0,0,0,2863843.09,0,0,0,219985.15,0,0,0,0,0,0,0,0,0,0,1313674.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",12698640.18,5441015.5,0,23134953.57,25156.12,1936782.01,11334283.35,0,0,0,0,19727861.19,70320179.53,421114.15,0,7838368.34,167345.27,55511206.75,17327460.79,0,8053643.27,0,0,87078.23,8960438.83,757341.27,38640369.05,185611642.5,0,64184136.66,0,0,98651947.71,236977.72,68966.77,17268431.75,256222.01,0,0,97698.72,0,0,13749524.45,0,0,0,3912569.51,38129266.28,23789022.98,0,0,334258.47,9564.17,4292711.07,495558.28,10829835.17,144463.66,82855197.86,6072.13,34180721.79,0,7434554.64,0,0,11985,733318.08,0,22690719.75,0,145174.4,0,0,0,63156409.55,6931320,0,0,1301154.3,6810577.46,7507829.48,0,0,78058899.03,0,32709227.2,3582541.66,0,0,0,0,871477,0,13666536.12,642076898.78,141810.51,4598119.69,1472273.67,0,0,0,0,0,0,0,706368.5,0,0,0,0,0,1279967.35,0,0,0,185559.89,0,0,0,0,0,0,0,0,0,0,4283589.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",1082606.64,1008,0,0,0,42297.77,140328.68,0,0,0,74218.28,4225.49,14491501.42,1166580.93,0,1428325.6,1417289.69,35235478.34,54359497.18,34616.07,102602.4,0,0,1103643.67,78133.17,11773,0,17240220.73,0,1937.38,0,0,43242,89822.04,0,0,39622.65,0,0,101984.45,0,0,14291796.11,0,5456.64,46313.08,112565.99,0,1259743.54,0,86751.51,666587.14,0,0,11887,9406155.32,0,150410.48,0,6453612.57,0,0,3727989.27,4281,58237.97,0,18148,13583.69,28295.86,126111.29,0,0,6437,2802,0,0,0,9059,27725.96,27861.59,4027.86,0,10790464.21,296025.03,0,0,0,202844.21,910067.93,159774.12,6133.25,98947,0,75259.35,0,0,783890.28,6763.05,0,1003.6,1276.9,0,0,0,18950,0,0,0,0,0,0,0,0,0,0,253019.44,8126,0,0,0,0,0,0,0,0,75451.71,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",286282.46,9893.74,0,1027485.7,0,254844.21,5392210.49,15268.5,225388.55,0,2147,324314.71,5571248.6,1144825.69,821306.25,187685.14,9667043.21,732588.8,13141181.13,0,191562.7,0,0,0,1241969.5,325603.61,1038020.48,1363887.24,0,27203.73,0,16684.58,71185.87,993587.48,7957,16465,518266.68,749280,3160,690171.56,9285.97,0,2743700.56,261779,0,16683,48478.63,911568.64,43670.06,0,0,929365.53,331940.43,1117,532425,129340.14,18685.06,485141.97,4763,432814.74,0,93391.67,23221,0,30902,2792.89,0,1818812.73,33601.46,192347.94,52530.13,4182.45,24071,12474.61,0,5946,17930.65,12588,249905.49,25510384.31,3794,1056280.25,467339.39,22244,112348.7,0,36599.74,0,72050.25,181552.78,0,17361.14,10000,5188907.31,606421.14,194534.59,190717.95,61692.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASM",0,0,0,0,46480,0,0,0,0,0,0,15367,0,0,0,0,0,0,0,0,0,0,0,0,8532252.01,0,0,0,0,0,0,0,49798.34,0,0,0,0,0,0,0,0,0,0,0,0,0,68359.04,0,0,0,1795677.1,104721.88,0,0,0,1259610.64,0,0,0,0,0,0,110621,7113,2158453.59,12029.39,0,0,0,0,0,0,0,0,0,0,0,0,20726.82,0,0,0,576330.47,0,0,0,0,0,0,303471.44,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,12526,0,0,0,0,0,0,0,33336.76,25278.1,0,0,0,0,0,0,0,0,0,0,0,5239,0,2356,0,0,0,24804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFA",454488.6,0,0,1460911.57,0,134359.78,0,14387630.87,0,0,0,86680.78,3127169.56,21484.58,0,3963542.33,0,18755840.98,374494.21,27824,43962.81,0,0,0,3431250.8,243524.89,0,22564734.23,0,0,0,0,777003.73,17886.73,0,0,1196712.38,0,0,1740734.72,105922.37,0,929744.01,4559.57,0,0,0,108000,9385612.23,0,0,0,0,0,274474.5,5612455.77,0,2424605.11,0,2501418.85,13854308.56,678332.34,20097,0,0,0,9933,596912.9,0,7033,0,0,4298,278135.97,0,0,0,0,0,10516772.87,0,0,4622215.53,0,1435.57,0,1999179.66,0,4148957.1,0,1360,0,295477.84,28951.83,20204,417345.27,645032.42,18289.92,0,29321.65,0,417129.82,0,0,0,0,0,0,0,0,0,0,0,0,0,15071,0,0,0,0,0,0,0,0,0,11388.42,0,0,0,5578916.53,0,6508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",20693.34,0,1009851.68,3942,85584.39,13236886.81,0,183736.41,661191.16,350000,0,0,6333246.17,0,540964,8595042.19,449516.3,42767.92,1001898.19,0,229111,965042.17,0,0,3071745.04,58755,0,614608.56,209631.99,0,0,1572,11111,0,0,0,55784.31,0,0,16328.59,2467735.43,5605.84,27217719.72,52810817.99,0,5356,85093.41,69000,44613.83,0,0,12323.42,28179.67,0,0,12666.83,0,2030021.68,31140.97,3078517.93,2034981,0,1759274,0,318065,0,0,21922,0,10655307.55,0,0,0,104610.91,0,0,52716.62,144679.61,0,0,15566.25,0,114947.15,0,0,0,0,105853.08,0,83193.58,1335.74,0,0,51255.84,486802.34,15464.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4134102.07,0,0,0,3161.81,0,0,0,0,0,0,0,0,0,0,3994.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",136536.59,0,0,818137,0,214039.76,6333,0,10299,16585.4,72686.74,1573830.88,8330147.43,49636.49,0,14748792.16,37921,12493919.94,182019.83,1084,6113.29,0,0,47891.84,1848038.72,1922.33,675819.42,3712306.53,0,0,24216,0,52940.56,80810.94,0,0,1913006.89,0,0,529596,134374,0,241183.21,0,0,0,250809,1758948.17,5980181.24,0,61198,10110,55897.42,33624.11,0,384957.75,0,122097.68,0,2043220.18,0,0,1901,0,0,0,38162.74,10339.94,0,175698.48,4816,908857.78,0,0,0,0,0,1572.77,181945.56,42933.01,0,0,71657,0,0,28941.31,0,0,7725,0,3896.95,0,17988.56,72178.71,44131.18,83115.26,85369.36,0,0,18235,0,137555,0,0,0,0,14481,0,0,0,4000,0,0,39322,0,15804.8,28837,0,0,22012,6456,0,0,0,0,0,0,0,0,37901,0,4042,0,0,0,0,0,346748,139547,0,0,0,6316,0,0,0,0,0,0,0,0,17702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",67567.11,0,0,0,0,1159,0,227989.2,0,1097,0,0,3480255.95,3655.27,0,28312,0,1308165.08,276351.1,0,516817.22,0,0,0,134808.41,190321.74,0,1718813.28,0,0,0,0,103512,4064,8974.03,0,0,0,0,750554,0,0,1713832.81,0,0,0,0,0,0,0,0,11794,128208.63,0,4696.66,462766.51,0,0,0,206584.08,0,0,554115,0,0,0,0,0,1565.69,0,0,0,0,6168.63,0,0,0,0,5000,0,0,32722.94,62739.31,2046,0,0,0,0,0,0,0,0,0,0,726898.62,0,0,165887.1,0,0,0,0,0,0,0,0,0,0,0,0,202951.33,0,0,0,0,0,2618.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
