0	148241070.3	0	49341280.1899999	0	336909231.67	0	536838252.56	3327429555.57	808897092.4	32480477.24	11633661.41	5360672.93	28309554.29	1442399004.03	17934056598.98	525805079.21	8490026.28	1662625155.19	391142297.76	2921644212.37	2818369101.44	266645896.2	11153461.27	0	370056183.12	7171899.78	638104486.309998	128133041.56	171822451.21	311894620.71	126922652.71	5529657374.28	0	0	0	303518499.65	37062778.57	49700192.33	209980654.75	107098350.67	71862668.47	0	1284453016.6	300921780.59	57794766.21	5602965.83	18467019.94	93469892.79	0	343751793.96	0	479677246.46	724263832.49	0	280939026.54	11190005.88	709484873.18	100898971.6	9481871.72	421157970.71	0	7951443.4	3949059559.96	43299633.33	47779575.97	229372710.11	255144497.89	26967014.33	0	0	40287011.63	139796631.45	44309313.12	12119844.74	10507719.46	13465310.89	2557802026.26	107839426.48	15858491.1	26812094.44	888814768.63	36501552.77	5616805.16	0	12211256.96	41738244.58	0	4143549.05	0	31915102.22	1062291232.47	18318286.87	170833932.21	10996600.08	689153495.559999	881212447.26	42852305.5	9767166.57	224052737.34	85397368.94	8263005.96	7210279.46	2962289.44	17457788	0	13686205.3	47917728.97	20349155.58	3904239.84	0	0	0	173507202.57	0	268603345	0	7825432	11767383	144869554	83621478	26599805	0	29801169	7920398.83	0	5827194	26497921.24	0	8653567	10221318	7098938.29	11837542.24	5651945.02	3043120	0	0	6213644.27	0	0	0	0	0	4407394.84	0	4776525	0	0	0	0	72219523	0	0	36388660	0	0	14761838	0	2977561	0	0	0	0	0	4297627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99584992.67	0	0	10456932.22	0	9129641.86	0	30107905.59	43878627.71	11408310.38	0	0	4245245.51	22619564.64	28637339.86	579115130.19	31644316.18	0	171593960.82	10750332.84	337998894.47	159361674.81	415522875.79	0	0	4063566.64	5813492.83	11339018.65	3637327.42	15873705.51	30596540.24	28969734.23	841142201.330001	0	0	0	10665037.85	20246201.01	11564310.55	19574823.62	0	12640809.98	0	103875754.88	12558269.45	0	0	9421850.04	0	0	18962388.35	0	140436847.15	143081844.73	0	4725585.48	0	31145139.36	7332586.02	0	288994600.17	0	0	346286054.31	0	3439336.51	4385203.87	4656837.46	5805581.25	0	0	0	14786611.04	4489542.61	0	0	16552684.53	43879267.49	14641171.36	0	11825750.61	19534649.37	7425396.45	0	0	4734934.89	8773719.56	0	0	0	3107599.59	57355984.14	0	29613872.24	0	10484744.45	28021175.02	25477096	0	180051960.59	3022114.28	0	0	0	0	0	22382526.98	94424160.49	11382493.02	0	0	0	0	143983557.51	0	7511151	0	0	0	9960790	21683217	0	0	6318232	0	0	0	29153643.62	0	0	3027025	0	25189212.08	7170178.21	0	0	0	6737896.18	0	0	0	0	0	0	0	0	3754897	0	0	0	5380988	0	0	0	0	0	3624418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	9317117.89	18887628.51	0	0	0	8057406.09	0	0	45220453.35	0	9225958.94	120079495.12	0	115480327.36	15838741.88	8998503.89	3251604.55	0	0	0	0	0	0	0	0	8969174.95	0	0	0	10160602.92	0	0	9016566.45	0	0	0	0	30874451.11	0	0	0	0	0	0	46923769.27	0	0	0	0	8830873.27	0	0	16715482.66	0	0	0	362191640.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47764967.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15520744.37	7079121.33	0	0	0	78827442.34	0	3882286.98	6663470.01	165807283.9	0	0	7068933.52	0	37518555.26	268392834.3	26572505.37	0	18549135.68	16838523.24	58971104.81	225439136.62	4101680.02	0	0	17174667.31	0	13972470.16	10939287.63	0	35198777.01	0	87626321.06	0	0	0	17554939.14	13256330.73	277342024.46	4687917.18	0	3862858.37	0	128842186.64	21478928.2	0	0	0	0	0	5918717.48	0	27332910.49	3821121200	0	2981578.95	0	20963056.76	4308532.74	0	19884373.75	0	0	107003190	4775901.5	30916481.41	5906310.13	0	5960567.1	0	0	0	15076178.92	130613342.6	0	0	0	77265168.3	65947501.47	0	0	13634663.47	33591737.5	0	7584177.28	3582800	466319079.909999	0	0	0	0	251202476.74	0	0	3059800	27138684.09	3187315	0	0	404090465.11	0	0	0	0	0	0	44276538.45	0	0	0	0	0	0	15830158.74	0	21514800	0	5193000	0	0	19936100	0	0	4869600	0	0	0	15358800	0	0	16585800	0	9331575.26	0	0	3595895.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26077600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	292589069.54	0	18789797.24	175787218.41	7294278.97	172210122.26	0	0	0	0	11007959.89	0	18029412.37	10352376.28	4127180.2	25012165.98	72415948.93	0	0	0	0	0	0	0	0	0	0	17847792.75	0	0	0	3324501.26	0	0	10142681.72	0	0	0	16546857.68	0	0	0	54226615.76	0	0	0	7314002.81	0	0	0	9824288.21	0	0	0	0	0	0	9876448.12	147734881.04	116264072.75	0	0	0	0	0	0	31846074.47	0	0	0	0	0	0	7059836.68	0	0	25964677.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64937521.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123315736.38	45605708.34	11542838.25	55396992.29	313304657.19	0	13084673.27	743240892.13	437522957.61	2012951486.05	620134738	108738123	112782495.8	15001321.26	97927168.66	2952658732.25	139880278.27	217703590	1136025627.59	157983966.56	1945827130.88	1799809610.1	164368565.43	89682297.63	7944397.12	502331361.3	32672093.97	56884479.1	224400484.02	348242291.07	645053509.59	135710417.39	1951925366.21	80447401	0	0	825167029.509999	54171586.5200001	18099942.39	1965291610.55	185928207.38	428172556.29	20525631.95	2833620326.05	236171241.87	31265390.91	101449773.39	314611667.01	92173127.98	0	508684069.05	637314665.580001	199292636.15	1106336757.51	0	260129779.09	57975232.56	220218523.46	238229175.46	227472914.79	199046942.37	4085442.36	632050501.820001	14738221774.36	1067674974.11	14526096.28	568712724.02	265044231.96	4657196.13	2968556.63	5005968.89	1444064803.24	58325391.74	8622263.29	18788981.19	9949914.65	6064692.7	160884170.73	302328407.82	4962378.69	45413695.88	2118559268.89	60214246.99	20582193.68	0	13101588.6	0	8674166.18	3824918.36	5765651.05	39596573.18	271489313.78	36801893.19	470840824.74	23596612.96	21020812.32	53527121.69	70119408.01	8576739.7	36505268.7	5108657885.2	8413217.4	32221256.61	7743082.83	3451481.05	26681967.7	9320599.11	9887869.2	7594210.13	5259711.7	0	0	0	15554264.3	0	439576408	0	66617916	51287988	0	424476201	65481985	0	189160495	0	0	208248081	66504349.8	0	0	0	0	3646889.91	0	0	0	5407310.39	15710355.56	0	141482531	0	3808164	4192099	119652368.31	0	23562780	0	0	0	23342220	6017922	0	0	35265517	0	0	67471142	0	30961072	9283012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3792621	0	0	0	0	0
0	0	4557964.76	0	0	5449897.59	0	6427587.54	0	0	0	0	0	0	0	0	0	0	0	0	8324667.07	43914128.32	0	30250412.49	5975490.39	0	97898148.52	0	0	0	0	0	0	21593106.26	0	4791138.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27888647.87	0	0	0	36328266.17	0	0	0	0	0	0	3212915.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4646259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339973528.92	21130192.25	22887241.53	4307149.31	16051608.01	852330893.04	37039599.3	0	298953202.3	3509682864.71	328774094.57	53931381.71	343677121.36	10530218.75	91616514.2	2398908976.56	416833076.8	121076534.81	663096161.11	176282111.65	1686760889.27	3843232511.58	181340798.75	108776096.74	7855296.89	979029111.63	20764415.85	12846431.16	365203621.26	313506560.98	394127219.25	274915036.89	1300624235.29	99430066.99	0	23164049.94	1600772521.61	29388684.82	16264154.22	3426233044.95	251298624.7	64934234.79	22550785.68	932384155.32	988953726.08	193164650.46	29583567.52	134670272.62	257569696.35	0	88819854.2799999	4303306.9	51032649.46	248956814.25	0	386272984.48	36323394.06	289563084.74	332287802.7	139659139.44	131766594	7503705.11	19462045.12	202320683994.04	517718767.41	60034193.59	179750289.01	834213086.93	0	3256124.75	5989819.43	399043908.54	218433276.36	10610058.82	11047634.6	3947874.89	6216163.67	67161564.5999999	490679598.77	23300807.08	25846712.31	6044233007.02999	39418301.34	22166567.77	0	30924839.79	10435707.28	2961784.27	9262977.9	12814639.4	17391814.6	141618702.46	25503178.1	279957993.06	34904205.06	15902573.86	36145798.47	45061352.76	20227883.3	22815319.49	184702043.61	4374648.08	11603391.94	23022823.36	3314054.56	0	0	0	9532735.46	3428502.93	9215809.53	0	14852518.17	4482024.26	9439359.85	73619922	0	78679636	0	0	116845844	27589857	4113124.54	152073362	0	0	0	11699319.57	0	0	8107289	0	3421397.77	6758934.27	0	0	0	58006847.3	0	0	0	0	0	45094075.23	0	29132846	0	0	0	14032425	0	0	0	4056113	0	0	33659899	0	0	0	0	0	0	0	0	6450116	0	0	0	0	0	0	0	0	0	0	0	3817687.09	0	3936051	0	0
2286721695.34	90168360.48	45061036.71	40841226.56	13895364.52	946820190.33	7307373.79	751050456.14	0	1147138520.28	155809431.58	54863409.51	23089327.99	57112676.3	574067357.220001	17464969808.26	597109064.37	44421960.79	2481529105.48	476848793.43	6831771480.38999	4077861647.35	463423057.52	50778946.89	0	2292518891.61	9949139.28	136174780.27	203301047.8	437762607.76	417243930.5	699731511.33	7815615644.77999	13284294.31	4987939.93	0	815561459.5	330700153.51	55118807.35	751121663.580001	874944168.110001	121036066.31	9670614.39	2329883402.71	416473044.33	95448816.29	130276403.95	48167801.33	154768859.55	0	428294499.4	36090630.81	176701262.05	472817102.4	0	1242911773.4	27126399.27	946174851.320001	794938112.38	13135890.79	1257112065.29	7441974.29	31599778.31	8578613760.98	155417128.63	120555960.58	475718993.6	623645590.930001	20653869.64	0	0	110109121.95	122723205.74	40296714.79	17880225.59	5500841.05	15022790.72	444654213.55	3214615309.33	31126452.97	77487108.18	2861077668.27	57889827.72	45473282.03	0	75057128.02	64349949.7	3894999.04	0	4772292.8	47085201.22	711533611.36	95416406.31	873491739.590001	11383637.98	178898360.17	224789480.63	109350280.18	11290920.58	153318191.02	193612934.87	21338371.43	23817064.02	9797967.73	13695639.43	0	18815686.29	22116831.68	38661162.47	22855617.16	0	0	9496884.63	86645004.54	4505604.86	329901830	0	49878036	48153255	15715001	196238822	76540315	7071620.04	84315427	3439149.07	0	8184791	62851937.91	0	5691018	16237609	6495814.67	7722565.35	25522981.8	55122804.23	3129958.61	0	29538173.42	3423139.24	14538637	0	3348329	0	12180111.61	0	10551263	0	0	0	0	42987333	0	7933461	62438611	0	0	121078053	0	0	0	0	0	0	0	0	10091560	0	0	0	0	0	0	0	0	0	0	4101857	0	0	0	0	3169387
1135231378.36	96600946.13	33123233.02	40017857.39	82422211.3499999	1433258456.72	22201884.16	6903275785.84	1357905951.22	0	466264143.84	105887026.64	601528629.98	173494463.98	1058355776.27	16451839006.39	1292892123.46	223552408.95	4381766852.74	1050085789.83	8866812648.23001	12896528300.63	872282502.2	144171699.17	19025369.32	70312058265.71	60000095.28	155513572.64	2214907954.26	890864861.34	940163420.910001	751429198.129999	6358164279.41	91594678.95	264019290.59	0	13193162304.3	406937098.49	127391349.47	3563795688.94	3666524895.09	941205890.310001	47597965.1	7743963725.74	967489725.919999	911203656.66	852935647.45	339786876.4	1328883352.86	20277681.63	316176214.690001	252322242.58	266224049.86	1980904289.1	8135558.67	6929542015.05	97211246.56	1031063887.02	3541984611.15	69077326.08	922882908.809999	35840374.66	139180040.95	89501701847.78	412848805.01	1803882660.43	1151566430.77	5219003632.54001	44532951.18	23745938.45	7478419.56	1013552758.24	224285157.65	375321457.69	124253757.39	11823974.17	5832921.87	1344693977.32	1908347283.75	65401276.8	277964193.89	53550635990.0601	231086505.66	115203230.54	82834124.79	290914475.65	43962233.52	113522592.65	31286268.3	18908068.97	94748941.43	1619484287.23	106341853.13	1531729865.42	49721787.47	222701798.67	159112003.34	140602444.98	87013035.14	210077207.69	1062331411.99	363265868.72	96384518.0800001	53022211.14	34069206.65	54807068.32	9460474.75	20505128.1	90303790.65	136488806.16	15945124.92	19957169	104040286.1	146361575.47	44204386.16	2369864118	0	931526675	52005599	0	761745425	191690785	941386959.790001	291587190	22542794.04	146613639	564444026	256488376.74	0	31088621	50668121	20061997.04	32248795.7	3587823.63	570815474.08	126972883.2	27809831.91	257752024.48	3200933.46	45594334	0	13099545	38064286	44059196.83	26008797	144803630	0	8277255	3343504	14389735	391761792	53765219	112579226	40880003	0	0	653495231	11877699	0	12207147	0	5295821	0	17245007	0	11083863	47112809	0	0	0	0	0	0	4860606	0	0	3596728	0	0	0	0	0
