0	9358000	57099000	0	1360000	55104000	8729000	83469000	8843000	123255000	8292000	2975000	17431000	2672000	164684000	582913000	36557000	46339000	13534000	11675000	5498000	2210000	146430000	679694000	5943000	20795000	15837000	61450000	12106000	7560000	193400000	23508000	21009000	8507000	61818000	33032000	14526000	323000	23721000	8802000	395282000	1501000	9341000	18005000	4809000	1422000	1214000	0	0	0	8759000	1084000	0	1279000	1927000	489000	34040000	2296000	0	403000	1732000	676000	0	0	0	0	0	0	0	1567000	0	0	274000	308000	0	509000	0	374000	0	0	0	0	0	0	0	0	0	2626000	4811000	0	5799000	2701000	22264000	6375000	8147000	662000	0	4127000	6730000	0	0	16183000	0	2522000	3531000	3033000	0	315000	0	0	0	0	0	5211000	0	853000	641000	2092000	31909000	1916000	0	0	0	0	0	977000	3082000	0	16215000	0	1655000	305000	0	0	8015000	4023000	0	72973000	712000	0	0	287000	1776000	0	0	0	0	0
9077000	0	23470000	24814000	378000	14053000	125924000	2265000	41092000	434372000	29225000	4198000	19508000	15494000	41080000	77846000	1919000	4893000	1300000	13150000	3494000	5933000	170132000	6609000	6228000	0	2862000	1588000	43221000	16815000	1278000	2172000	35675000	2941000	1672000	59504000	61238000	2668000	4537000	10781000	79716000	4873000	433000	37700000	1307000	5177000	2479000	0	330000	0	22934000	1364000	1404000	0	5315000	0	522000	9795000	1028000	843000	624000	2242000	0	1654000	0	816000	0	0	532000	2940000	0	748000	1044000	287000	0	798000	354000	2174000	0	0	0	0	0	715000	0	479000	0	31539000	1758000	323000	257000	1633000	0	0	1275000	0	0	609000	235000	0	0	321000	0	706000	2343000	0	349000	25995000	345000	233000	0	0	0	0	2239000	414000	589000	575000	12129000	1234000	0	0	0	0	0	0	30229000	0	0	0	0	543000	0	0	757000	0	0	0	496000	0	242000	377000	0	0	0	0	0	0
19041000	34377000	0	8448000	585000	56928000	139784000	20301000	22062000	1388600000	76879000	6163000	83557000	30887000	1035132000	368946000	33182000	29238000	15369000	20703000	15450000	28881000	229863000	38634000	14120000	3882000	14270000	8785000	1456897000	53691000	5416000	8436000	14964000	14719000	5256000	26386000	127411000	5260000	6331000	10810000	567124000	18175000	990000	16627000	2314000	11963000	20227000	481000	6213000	1416000	43516000	3297000	7733000	411000	9816000	2524000	13322000	34945000	4344000	5187000	3508000	6472000	1069000	6251000	5939000	5741000	0	441000	2111000	9324000	5634000	65845000	7806000	2897000	3866000	3654000	3887000	2724000	1255000	624000	1671000	0	638000	4139000	0	1869000	1064000	11385000	4480000	3372000	3655000	7800000	0	1517000	6798000	0	5378000	2025000	840000	0	272000	846000	6808000	1027000	11553000	0	699000	7428000	3450000	811000	0	431000	703000	1557000	3063000	1551000	2719000	2724000	26781000	3438000	0	3707000	1788000	0	0	1107000	29120000	329000	0	0	1356000	517000	1726000	938000	4229000	734000	0	0	801000	2935000	1340000	1163000	0	0	0	0	0	0
568000	16600000	3652000	0	0	710000	3105000	0	0	40821000	1216000	9101000	5214000	1546000	12142000	17342000	0	7033000	0	2234000	0	2622000	46770000	13558000	0	376000	0	0	3930000	565000	0	2235000	0	0	0	0	2774000	0	0	6352000	2530000	0	0	36905000	0	422000	2586000	0	0	0	13337000	642000	1118000	0	557000	0	0	2946000	858000	0	1638000	3673000	0	581000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2221000	0	1244000	0	0	0	7111000	0	0	1496000	21988000	0	696000	0	0	15790000	2306000	515000	0	0	0	0	0	10030000	0	0	0	2876000	3429000	3803000	1025000	0	0	0	3342000	0	23703000	0	2854000	6855000	2419000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795000	8037000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113236000	17376000	84508000	7190000	345000	0	36620000	170948000	4854000	228044000	12945000	3324000	46393000	8126000	125212000	1190283000	15067000	108083000	27513000	2510000	861000	6848000	126327000	451337000	3156000	4623000	40581000	9496000	73334000	93256000	45533000	24461000	34684000	4910000	5322000	296563000	46536000	540000	7094000	2786000	6124704000	62908000	0	4167000	3033000	28072000	17517000	0	0	0	9686000	547000	385000	498000	8754000	2908000	16624000	5624000	1343000	4832000	2308000	0	0	271000	2866000	297000	6995000	0	2138000	8692000	0	931000	27681000	5491000	57172000	299000	6381000	1065000	0	675000	0	0	0	3150000	0	944000	1158000	3159000	380000	5824000	31206000	1899000	283000	2687000	3706000	0	1251000	1618000	246000	0	388000	589000	2412000	0	22781000	0	0	635000	0	1610000	0	0	666000	21700000	1428000	1893000	4311000	0	70619000	575000	0	0	0	9985000	6796000	7510000	11386000	0	759000	0	9259000	0	0	0	1183000	0	0	0	375000	0	1693000	508000	0	3031000	0	0	0	0
45593000	139347000	104621000	10043000	19061000	46509000	0	20985000	21802000	537818000	67336000	16726000	83027000	44761000	282636000	279500000	35332000	27680000	4576000	19440000	8533000	27962000	199094000	69987000	11120000	1770000	31363000	4822000	123605000	42314000	9579000	13776000	17832000	11215000	13939000	21845000	103518000	6063000	10344000	18556000	387800000	21902000	2786000	28204000	2005000	17847000	25888000	0	841000	0	19521000	1649000	4217000	0	6441000	1817000	4704000	37393000	2671000	4091000	1811000	2237000	0	1441000	1668000	2123000	275000	0	2548000	11883000	596000	4528000	15231000	2158000	314000	1099000	1345000	1282000	0	438000	384000	0	0	2904000	0	912000	405000	14348000	3921000	1428000	1599000	2642000	0	0	7321000	0	1307000	1840000	447000	378000	0	434000	1275000	0	17207000	0	420000	13815000	788000	363000	0	0	261000	692000	1827000	888000	6530000	1399000	50575000	1882000	1656000	0	0	0	1371000	416000	12272000	331000	0	0	233000	382000	350000	0	1674000	417000	0	0	0	0	604000	1455000	0	0	0	0	0	0
26346000	9180000	15383000	0	0	19056000	16027000	0	0	92442000	11733000	40313000	3592000	8497000	53887000	94689000	484608000	0	2025000	11208000	0	0	56471000	306265000	0	45559000	0	78451000	30118000	4871000	4311000	28253000	0	0	88747000	0	14397000	0	0	0	0	6e+05	0	1940000	0	401000	0	0	0	634000	537000	5598000	16427000	0	14077000	0	0	0	4606000	255000	7473000	7911000	2469000	12704000	0	0	0	644000	0	0	803000	0	0	0	0	0	0	0	258000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326000	0	0	10408000	0	929000	0	0	0	0	0	0	0	7133000	0	708000	577000	1325000	0	1664000	0	0	0	0	0	3887000	0	0	0	0	0	0	0	0	0	0	17745000	0	10072000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7263000	35090000	16691000	0	0	20077000	24590000	0	0	86465000	17702000	31938000	7422000	10666000	28140000	54719000	1171000	45326000	1142000	7627000	0	0	42001000	6918000	0	3261000	2717000	1073000	27985000	11841000	1966000	5675000	0	0	1338000	0	21239000	0	2452000	11407000	27698000	4826000	0	93211000	494000	3100000	11421000	0	0	0	15378000	3938000	4308000	0	7023000	309000	0	2136000	2512000	679000	5164000	3889000	0	4128000	0	0	0	0	1722000	2087000	465000	0	2160000	469000	0	0	0	0	0	0	0	0	0	0	0	345000	0	0	0	2543000	0	0	0	0	0	0	0	0	6320000	0	0	0	301000	0	2431000	0	331000	0	0	0	0	251000	255000	0	3043000	0	0	0	0	0	3684000	0	0	0	0	0	0	0	0	0	0	3725000	380000	589000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186074000	1007050000	1578125000	104118000	3168000	219575000	1159141000	129017000	121240000	0	630714000	126022000	531919000	305960000	2308823000	883243000	47740000	231063000	63803000	207640000	57696000	68707000	1396962000	240468000	50160000	16564000	124380000	47054000	1947685000	394179000	34936000	92685000	91798000	42012000	37361000	127501000	949229000	23307000	70362000	123941000	1804973000	130428000	8597000	242631000	11327000	108378000	144252000	2564000	16571000	5250000	220359000	18370000	32061000	1781000	78187000	7474000	46170000	156390000	14578000	27007000	29896000	42420000	1502000	15884000	17480000	25626000	833000	1300000	17228000	97302000	9349000	22451000	79094000	18004000	5690000	10699000	7590000	15847000	4910000	5342000	5074000	343000	1146000	17848000	634000	7968000	1351000	88234000	70657000	21252000	7916000	23002000	451000	19991000	31516000	1272000	14010000	4735000	8801000	0	1236000	3850000	12461000	2882000	108069000	1041000	10512000	135154000	8612000	4913000	1965000	1631000	5811000	3578000	15702000	10044000	16224000	11710000	241545000	11116000	9246000	1043000	972000	0	3914000	0	0	702000	0	584000	3495000	5746000	7258000	510000	10768000	3405000	536000	0	2072000	1387000	5737000	9165000	0	0	0	0	0	0
