year;origin;dest;export_val;import_val
1993;abw;bel;158947.0;1005302.0
1993;abw;bol;4082.0;0.0
1993;abw;bra;17476366.0;0.0
1993;abw;brn;2391.0;0.0
1993;abw;chn;221254.0;1556038.0
1993;abw;col;9563659.0;32579574.0
1993;abw;cri;212348.0;0.0
1993;abw;deu;109817.0;7310000.0
1993;abw;dnk;1186.0;958769.0
1993;abw;esp;21355.0;1193673.0
1993;abw;fin;0.0;175511.0
1993;abw;fra;11570.0;5025617.0
1993;abw;gbr;107096.0;63012237.0
1993;abw;glp;1576.0;0.0
1993;abw;grc;0.0;20890.0
1993;abw;gtm;7779351.0;0.0
1993;abw;hkg;576.0;3585515.0
1993;abw;hnd;5486241.0;0.0
1993;abw;irl;2254.0;1613556.0
1993;abw;ita;2245.0;8037100.0
1993;abw;mex;193734.0;19352000.0
1993;abw;mys;0.0;797512.0
1993;abw;nld;1961146.0;47976474.0
1993;abw;nor;7339.0;160425.0
1993;abw;nzl;0.0;94030.0
1993;abw;per;8238.0;0.0
1993;abw;phl;16971048.0;971650.0
1993;abw;prt;0.0;46695.0
1993;abw;tha;0.0;64872.0
1993;abw;tto;24340.0;0.0
1993;abw;ury;25350.0;0.0
1993;abw;usa;434249433.0;265127550.0
1993;abw;zaf;6406.0;0.0
1993;afg;are;79631.0;0.0
1993;afg;arg;0.0;248303.0
1993;afg;aus;41296.0;50039.0
1993;afg;aut;780871.0;36532.0
1993;afg;bel;6421903.0;2329102.0
1993;afg;bol;27574.0;0.0
1993;afg;bra;0.0;68712.0
1993;afg;brn;1140.0;0.0
1993;afg;can;120310.0;883.0
1993;afg;che;2320899.0;638242.0
1993;afg;chl;268896.0;0.0
1993;afg;chn;2344384.0;32351579.0
1993;afg;col;0.0;59225.0
1993;afg;cyp;56895.0;0.0
1993;afg;cze;194361.0;1559509.0
1993;afg;deu;14460701.0;10722000.0
1993;afg;dnk;299493.0;579741.0
1993;afg;dza;1115.0;0.0
1993;afg;egy;336114.0;0.0
1993;afg;esp;487549.0;7065133.0
1993;afg;fin;54212.0;1243426.0
1993;afg;fra;721435.0;16451798.0
1993;afg;fro;6616.0;0.0
1993;afg;gab;1053028.0;0.0
1993;afg;gbr;5787428.0;8776929.0
1993;afg;glp;1174.0;0.0
1993;afg;grc;16382.0;142493.0
1993;afg;gtm;10137.0;0.0
1993;afg;hkg;96849.0;27130797.0
1993;afg;hnd;4675.0;0.0
1993;afg;hrv;261027.0;100461.0
1993;afg;hun;4477.0;13000.0
1993;afg;idn;3168.0;2509368.0
1993;afg;ind;3203279.0;21559952.0
1993;afg;irl;191703.0;1675481.0
1993;afg;isl;1593.0;0.0
1993;afg;ita;2510045.0;6564793.0
1993;afg;jpn;1366781.0;92021964.0
1993;afg;kor;2436.0;35692209.0
1993;afg;kwt;72224.0;0.0
1993;afg;lka;14905.0;0.0
1993;afg;mar;362978.0;0.0
1993;afg;mex;239726.0;263000.0
1993;afg;mlt;6884.0;0.0
1993;afg;mys;359837.0;9758849.0
1993;afg;nld;722725.0;1480871.0
1993;afg;nor;622673.0;1419661.0
1993;afg;nzl;137854.0;34426.0
1993;afg;pak;9472497.0;0.0
1993;afg;per;15445.0;0.0
1993;afg;pol;136347.0;449000.0
1993;afg;prt;37761.0;9845.0
1993;afg;qat;53858.0;0.0
1993;afg;reu;2605.0;0.0
1993;afg;rou;4533.0;0.0
1993;afg;sau;450880.0;0.0
1993;afg;sgp;1036531.0;34113106.0
1993;afg;svn;194559.0;267883.0
1993;afg;swe;596950.0;22983.0
1993;afg;tha;676836.0;7654223.0
1993;afg;tto;4513.0;0.0
1993;afg;tun;21094.0;0.0
1993;afg;tur;222043.0;440340.0
1993;afg;usa;2704393.0;9458413.0
1993;afg;zaf;461864.0;44897.0
1993;afg;zwe;2471.0;0.0
1993;ago;arg;0.0;6954773.0
1993;ago;aus;11602850.0;99705.0
1993;ago;aut;14497587.0;2647790.0
1993;ago;bel;123170669.0;36691009.0
1993;ago;bra;27220190.0;37545193.0
1993;ago;can;15728602.0;695799.0
1993;ago;che;26580199.0;5119401.0
1993;ago;chl;26582920.0;0.0
1993;ago;chn;165964290.0;11206948.0
1993;ago;cze;0.0;147468.0
1993;ago;deu;85841620.0;27677000.0
1993;ago;dnk;5800.0;5657093.0
1993;ago;esp;77515165.0;132333695.0
1993;ago;fin;0.0;525791.0
1993;ago;fra;124564935.0;96167074.0
1993;ago;gab;841639.0;0.0
1993;ago;gbr;29182255.0;33888072.0
1993;ago;glp;26066.0;0.0
1993;ago;grc;0.0;2079485.0
1993;ago;hkg;0.0;9172461.0
1993;ago;hun;24227.0;17000.0
1993;ago;idn;0.0;1877204.0
1993;ago;ind;0.0;4459682.0
1993;ago;irl;181969.0;3162591.0
1993;ago;ita;117156863.0;60799994.0
1993;ago;jam;73448.0;0.0
1993;ago;jpn;42807494.0;33550025.0
1993;ago;kor;29319929.0;17074412.0
1993;ago;mex;64323.0;7000.0
1993;ago;mlt;1588154.0;0.0
1993;ago;mtq;127651.0;0.0
1993;ago;mys;0.0;10156047.0
1993;ago;nld;29061836.0;60500826.0
1993;ago;nor;788.0;3858587.0
1993;ago;nzl;0.0;605819.0
1993;ago;phl;0.0;2168.0
1993;ago;prt;5365932.0;346588198.0
1993;ago;sau;43528.0;0.0
1993;ago;svn;50861.0;13969.0
1993;ago;swe;3223.0;4325954.0
1993;ago;tha;1032795.0;4167290.0
1993;ago;tur;0.0;390729.0
1993;ago;usa;2057798467.0;168659706.0
1993;ago;ven;538.0;0.0
1993;ago;zaf;311099.0;80639258.0
