year;origin;dest;export_val;import_val
1987;afg;aus;201827.0;0.0
1987;afg;aut;4133958.0;649799.0
1987;afg;bel;12249979.0;1779731.0
1987;afg;bol;45682.0;0.0
1987;afg;can;108593.0;34118.0
1987;afg;che;9319030.0;20982941.0
1987;afg;chn;90004.0;6647473.0
1987;afg;deu;35409593.0;29248000.0
1987;afg;dnk;1995627.0;593144.0
1987;afg;ecu;2101.0;0.0
1987;afg;egy;27998.0;0.0
1987;afg;esp;1073685.0;390307.0
1987;afg;fin;282935.0;418802.0
1987;afg;fra;3773364.0;13641833.0
1987;afg;fro;185389.0;0.0
1987;afg;gbr;16756373.0;15718109.0
1987;afg;grc;16162.0;7864.0
1987;afg;grl;65138.0;0.0
1987;afg;gtm;12206.0;0.0
1987;afg;guf;13453.0;0.0
1987;afg;hkg;48260.0;24471830.0
1987;afg;idn;83153.0;0.0
1987;afg;ind;14845995.0;26971235.0
1987;afg;irl;104931.0;882168.0
1987;afg;isl;1340.0;0.0
1987;afg;ita;8005811.0;4059916.0
1987;afg;jor;1046053.0;0.0
1987;afg;jpn;2440107.0;140588108.0
1987;afg;kor;0.0;72865808.0
1987;afg;mys;3232.0;257422.0
1987;afg;nld;5144074.0;7624895.0
1987;afg;nor;410791.0;175971.0
1987;afg;nzl;66129.0;0.0
1987;afg;pak;10421973.0;0.0
1987;afg;phl;0.0;314068.0
1987;afg;prt;22208.0;173730.0
1987;afg;reu;727.0;0.0
1987;afg;sau;1849721.0;0.0
1987;afg;sgp;108695.0;71944346.0
1987;afg;swe;1169843.0;373148.0
1987;afg;tha;7885.0;7985347.0
1987;afg;tto;720.0;0.0
1987;afg;tun;25966.0;0.0
1987;afg;tur;0.0;2842824.0
1987;afg;usa;5446633.0;7984044.0
1987;afg;ven;25247.0;0.0
1987;ago;aus;0.0;173044.0
1987;ago;aut;429041.0;910347.0
1987;ago;bel;136920460.0;35153949.0
1987;ago;bra;0.0;234879518.0
1987;ago;can;83917.0;3601540.0
1987;ago;che;4595667.0;28136299.0
1987;ago;chn;0.0;2449399.0
1987;ago;deu;44280160.0;47112000.0
1987;ago;dnk;170131.0;8939378.0
1987;ago;esp;23001921.0;62581478.0
1987;ago;fin;0.0;2484067.0
1987;ago;fra;91840698.0;122667003.0
1987;ago;gbr;3381769.0;47331470.0
1987;ago;glp;4916.0;0.0
1987;ago;grc;20342.0;2006421.0
1987;ago;hkg;1275.0;3946764.0
1987;ago;idn;148363.0;0.0
1987;ago;ind;0.0;69892.0
1987;ago;irl;0.0;2149591.0
1987;ago;ita;97272609.0;65898961.0
1987;ago;jor;321118.0;0.0
1987;ago;jpn;12048405.0;22391058.0
1987;ago;kor;0.0;11505356.0
1987;ago;mex;4578.0;0.0
1987;ago;mys;0.0;59623.0
1987;ago;nld;139965576.0;77937197.0
1987;ago;nor;50707.0;2583384.0
1987;ago;per;4852682.0;0.0
1987;ago;phl;0.0;41600.0
1987;ago;prt;36087687.0;97894786.0
1987;ago;sgp;0.0;550525.0
1987;ago;swe;0.0;20742904.0
1987;ago;tha;0.0;10246605.0
1987;ago;tto;31624.0;0.0
1987;ago;tur;0.0;293100.0
1987;ago;usa;1269779039.0;94484333.0
1987;aia;bel;0.0;753.0
1987;aia;deu;0.0;117000.0
1987;aia;dnk;0.0;56826.0
1987;aia;esp;32579.0;9363.0
1987;aia;fra;225137.0;738762.0
1987;aia;grc;7737.0;0.0
1987;aia;irl;9055.0;0.0
1987;aia;ita;0.0;1809287.0
1987;aia;jpn;0.0;105393.0
1987;aia;kna;31586.0;0.0
1987;aia;nld;0.0;115641.0
1987;aia;prt;0.0;100563.0
1987;aia;reu;2632.0;0.0
1987;alb;arg;14344.0;0.0
1987;alb;aus;20674.0;3238.0
1987;alb;aut;8865611.0;5577209.0
1987;alb;bel;189443.0;640220.0
1987;alb;bra;0.0;12363.0
1987;alb;can;7279.0;491491.0
1987;alb;che;1779189.0;2673346.0
1987;alb;chl;259366.0;0.0
1987;alb;chn;17127410.0;15183536.0
1987;alb;deu;13977952.0;13325000.0
1987;alb;dnk;94321.0;317970.0
1987;alb;ecu;211949.0;0.0
1987;alb;egy;2426379.0;0.0
1987;alb;esp;1405422.0;225105.0
1987;alb;fin;7032.0;212063.0
1987;alb;fra;5112510.0;8263824.0
1987;alb;gbr;132511.0;3826336.0
1987;alb;grc;8917805.0;4301466.0
1987;alb;hkg;1936.0;2960.0
1987;alb;idn;2124551.0;0.0
1987;alb;ind;19475.0;41476.0
1987;alb;irl;131014.0;5010.0
1987;alb;ita;23358106.0;24199089.0
1987;alb;jor;55867.0;0.0
1987;alb;jpn;4242956.0;196133.0
1987;alb;kna;3247.0;0.0
1987;alb;mex;3708.0;298016.0
1987;alb;mys;57201.0;0.0
1987;alb;nld;5704383.0;4174339.0
1987;alb;nor;33477.0;306029.0
1987;alb;nzl;7145.0;0.0
1987;alb;pak;139121.0;0.0
1987;alb;prt;523136.0;82389.0
1987;alb;sgp;0.0;105327.0
1987;alb;swe;6912629.0;1683533.0
1987;alb;tha;0.0;18001.0
1987;alb;tur;0.0;987207.0
1987;alb;usa;2109451.0;3343703.0
1987;and;arg;3061.0;0.0
1987;and;bel;121325.0;6976011.0
1987;and;bra;0.0;29213314.0
1987;and;chl;7434.0;0.0
1987;and;chn;21104.0;177893.0
1987;and;col;62668.0;0.0
1987;and;cyp;31936.0;0.0
1987;and;deu;1166852.0;31830000.0
1987;and;dnk;1790.0;3329616.0
1987;and;esp;5457826.0;214115456.0
1987;and;fra;14134692.0;282710116.0
1987;and;gbr;292573.0;17944997.0
1987;and;grc;26652.0;211173.0
1987;and;gtm;585.0;0.0
1987;and;ind;0.0;95026.0
1987;and;irl;0.0;1566779.0
1987;and;ita;903771.0;23232812.0
1987;and;jpn;65592.0;12361155.0
1987;and;nld;265262.0;13840727.0
1987;and;per;21676.0;0.0
1987;and;prt;365984.0;449907.0
1987;and;sgp;0.0;1679364.0
1987;and;tha;0.0;8306.0
1987;and;tun;22104.0;0.0
1987;and;tur;0.0;3797.0
1987;and;ven;41151.0;0.0
1987;ant;arg;16413873.0;0.0
1987;ant;aus;1339659.0;1635855.0
1987;ant;aut;127527.0;2259476.0
1987;ant;bel;2770017.0;7498449.0
1987;ant;bol;8292.0;0.0
1987;ant;bra;0.0;15116999.0
1987;ant;brn;15918.0;0.0
1987;ant;can;13260553.0;8991763.0
1987;ant;che;1017344.0;9322241.0
1987;ant;chl;14707860.0;0.0
1987;ant;chn;5824.0;1533812.0
1987;ant;col;10622571.0;0.0
1987;ant;cri;126144.0;0.0
1987;ant;deu;4153987.0;49529000.0
1987;ant;dnk;537.0;5405670.0
1987;ant;ecu;2312369.0;0.0
1987;ant;esp;7969167.0;5943599.0
1987;ant;fin;114423.0;1237696.0
