year;origin;dest;export_val;import_val
1964;afg;arg;0.0;1000.0
1964;afg;aus;5000.0;21000.0
1964;afg;aut;739000.0;532000.0
1964;afg;bel;21000.0;39000.0
1964;afg;bgr;0.0;149000.0
1964;afg;bhr;7000.0;9000.0
1964;afg;bra;0.0;4000.0
1964;afg;can;0.0;6000.0
1964;afg;che;2053000.0;2086000.0
1964;afg;chn;169000.0;387000.0
1964;afg;csk;3025000.0;5128000.0
1964;afg;deu;13464000.0;14064000.0
1964;afg;dnk;199000.0;73000.0
1964;afg;egy;40000.0;446000.0
1964;afg;esp;2000.0;1000.0
1964;afg;fdr;13464000.0;14064000.0
1964;afg;fin;81000.0;112000.0
1964;afg;fra;863000.0;952000.0
1964;afg;gbr;10777000.0;2081000.0
1964;afg;hkg;4000.0;534000.0
1964;afg;hun;0.0;30000.0
1964;afg;ind;11001000.0;8020000.0
1964;afg;irl;0.0;6000.0
1964;afg;irn;297000.0;993000.0
1964;afg;irq;1000.0;2000.0
1964;afg;ita;209000.0;749000.0
1964;afg;jpn;6000.0;9240000.0
1964;afg;khm;0.0;12000.0
1964;afg;lbn;442000.0;787000.0
1964;afg;mys;0.0;7000.0
1964;afg;naa;0.0;352000.0
1964;afg;nld;19000.0;986000.0
1964;afg;nor;18000.0;7000.0
1964;afg;nzl;1000.0;29000.0
1964;afg;pak;6810000.0;4716000.0
1964;afg;phl;0.0;1000.0
1964;afg;pol;1090000.0;471000.0
1964;afg;sau;0.0;4000.0
1964;afg;sen;7000.0;2000.0
1964;afg;sgp;113000.0;197000.0
1964;afg;sun;22488000.0;64923000.0
1964;afg;swe;546000.0;100000.0
1964;afg;syr;16000.0;23000.0
1964;afg;tur;2000.0;0.0
1964;afg;twn;0.0;90000.0
1964;afg;usa;10278000.0;21769000.0
1964;afg;wld;84797000.0;142189000.0
1964;afg;xxh;4000.0;2046000.0
1964;afg;yug;0.0;2000.0
1964;ago;arg;1000.0;24000.0
1964;ago;aus;71000.0;79000.0
1964;ago;aut;1763000.0;398000.0
1964;ago;bel;4614000.0;3940000.0
1964;ago;bra;0.0;31000.0
1964;ago;caf;4000.0;0.0
1964;ago;can;1200000.0;70000.0
1964;ago;che;1844000.0;1723000.0
1964;ago;civ;188000.0;52000.0
1964;ago;cog;1123000.0;40000.0
1964;ago;deu;23739000.0;11552000.0
1964;ago;dnk;467000.0;937000.0
1964;ago;esp;4851000.0;221000.0
1964;ago;fdr;23739000.0;11552000.0
1964;ago;fin;847000.0;62000.0
1964;ago;fra;5750000.0;4867000.0
1964;ago;gab;10000.0;0.0
1964;ago;gbr;6562000.0;14828000.0
1964;ago;grc;713000.0;36000.0
1964;ago;hkg;1000.0;129000.0
1964;ago;ind;0.0;14000.0
1964;ago;irl;5000.0;7000.0
1964;ago;isr;0.0;11000.0
1964;ago;ita;2862000.0;2267000.0
1964;ago;jor;7000.0;0.0
1964;ago;jpn;1542000.0;1992000.0
1964;ago;lka;496000.0;0.0
1964;ago;mar;120000.0;0.0
1964;ago;mex;4000.0;0.0
1964;ago;naa;0.0;1518000.0
1964;ago;nga;102000.0;335000.0
1964;ago;nld;27833000.0;1894000.0
